,event,rank,para_class,date,name,age,country,age_at_event
4983,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2,WOMEN,2022-09-26,Chaehyun SEO,20,KOR,19
4984,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3,WOMEN,2022-09-11,Chaehyun SEO,20,KOR,19
4985,IFSC - Climbing World Cup (L) - Koper (SLO) 2022,4,WOMEN,2022-09-03,Chaehyun SEO,20,KOR,19
4986,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,2,WOMEN,2022-07-23,Chaehyun SEO,20,KOR,19
4987,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",3,WOMEN,2022-07-10,Chaehyun SEO,20,KOR,19
4988,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",6,WOMEN,2022-07-02,Chaehyun SEO,20,KOR,19
4989,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",2,WOMEN,2022-06-26,Chaehyun SEO,20,KOR,19
4990,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1,WOMEN,2021-09-21,Chaehyun SEO,20,KOR,18
4991,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,2,WOMEN,2021-09-04,Chaehyun SEO,20,KOR,18
4992,Asian Championships - Bogor (INA) 2019,1,WOMEN,2019-11-10,Chaehyun SEO,20,KOR,16
4993,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019,3,WOMEN,2019-10-27,Chaehyun SEO,20,KOR,16
4994,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019",1,WOMEN,2019-10-20,Chaehyun SEO,20,KOR,16
4995,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019,1,WOMEN,2019-09-29,Chaehyun SEO,20,KOR,16
4996,IFSC Climbing World Championships - Hachioji (JPN) 2019,4,WOMEN,2019-08-21,Chaehyun SEO,20,KOR,16
4997,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019,1,WOMEN,2019-07-20,Chaehyun SEO,20,KOR,16
4998,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019",1,WOMEN,2019-07-13,Chaehyun SEO,20,KOR,16
4999,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",2,WOMEN,2019-07-06,Chaehyun SEO,20,KOR,16
5000,Asian Youth Championships - Chongqing (CHN) 2018,1,YOUTH B FEMALE,2018-11-04,Chaehyun SEO,20,KOR,15
5001,Asian Youth Championships - Singapore (SGP) 2017,4,YOUTH B FEMALE,2017-07-09,Chaehyun SEO,20,KOR,14
5002,"IFSC Asia - Continental Youth Championships (B, S, L, B&amp;L) - Chongqing (CHN) 2023",2,YOUTH A FEMALE,2023-10-22,Chaeyeong KIM,16,KOR,16
5003,IFSC Youth World Championships Seoul 2023,2,YOUTH A FEMALE,2023-08-27,Chaeyeong KIM,16,KOR,16
5004,IFSC World Championships Bern 2023,29,WOMEN,2023-08-12,Chaeyeong KIM,16,KOR,16
5005,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",1,YOUTH B FEMALE,2022-09-01,Chaeyeong KIM,16,KOR,15
5006,Asia Cup - Wanxianshan (CHN) 2017,21,MEN,2017-10-29,Changfeng QU,31,CHN,25
5007,Asian Continental Championship - Duyun (CHN) 2016,11,MEN,2016-08-06,Changfeng QU,31,CHN,24
5008,Asian Continental Championship - Ningbo (CHN) 2015,6,MEN,2015-11-24,Changfeng QU,31,CHN,23
5009,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",24,MEN,2015-10-18,Changfeng QU,31,CHN,23
5010,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014",11,MEN,2014-10-19,Changfeng QU,31,CHN,22
5011,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",29,MEN,2014-06-22,Changfeng QU,31,CHN,22
5012,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",28,MEN,2011-09-08,Changfeng QU,31,CHN,19
5013,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",26,MEN,2011-09-03,Changfeng QU,31,CHN,19
5014,Promo Event (L+S) Asia Cup - Changsha (CMA),25,MEN,2007-11-06,Changfeng QU,31,CHN,15
5015,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",28,MEN,2013-10-12,Changhyon LEE,50,KOR,40
5016,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",25,MEN,2010-08-30,Changhyon LEE,50,KOR,37
5017,IFSC Asian Championships - Guangzhou (CHN) 2007,18,MEN,2007-11-11,Changhyon LEE,50,KOR,34
5018,Asian Championships - Kurayoshi (JPN) 2018,44,MEN,2018-11-11,Channy CHO,28,CAM,23
5019,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,52,MEN,2017-07-29,Charli BLEIN,30,FRA,24
5020,IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,21,MEN,2017-07-13,Charli BLEIN,30,FRA,24
5021,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",55,MEN,2017-07-08,Charli BLEIN,30,FRA,24
5022,"European Championship (L,S) - Campitello di Fassa (ITA) 2017",44,MEN,2017-07-01,Charli BLEIN,30,FRA,24
5023,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,44,MEN,2016-11-27,Charli BLEIN,30,FRA,23
5024,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",28,MEN,2016-08-27,Charli BLEIN,30,FRA,23
5025,IFSC Climbing Worldcup (L) - Imst (AUT) 2016,55,MEN,2016-08-20,Charli BLEIN,30,FRA,23
5026,IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,18,MEN,2016-07-23,Charli BLEIN,30,FRA,23
5027,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",11,MEN,2016-07-16,Charli BLEIN,30,FRA,23
5028,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",33,MEN,2016-07-12,Charli BLEIN,30,FRA,23
5029,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,37,MEN,2015-11-15,Charli BLEIN,30,FRA,22
5030,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,17,MEN,2015-09-27,Charli BLEIN,30,FRA,22
5031,IFSC Climbing Worldcup (L) - Imst (AUT) 2015,31,MEN,2015-08-01,Charli BLEIN,30,FRA,22
5032,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,48,MEN,2015-07-18,Charli BLEIN,30,FRA,22
5033,"European Championship (L,S) - Chamonix (FRA) 2015",13,MEN,2015-07-12,Charli BLEIN,30,FRA,22
5034,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",17,MEN,2015-07-12,Charli BLEIN,30,FRA,22
5035,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,23,MEN,2014-07-20,Charli BLEIN,30,FRA,21
5036,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",36,MEN,2014-07-12,Charli BLEIN,30,FRA,21
5037,IFSC Climbing Worldcup (L) - Valence (FRA) 2013,33,MEN,2013-11-02,Charli BLEIN,30,FRA,20
5038,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,38,MEN,2013-07-20,Charli BLEIN,30,FRA,20
5039,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,51,MEN,2012-07-21,Charli BLEIN,30,FRA,19
5040,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",35,MEN,2012-07-13,Charli BLEIN,30,FRA,19
5041,European Youth Cup (L)- Kranj (SLO) 2011,10,JUNIORS MALE,2011-11-27,Charli BLEIN,30,FRA,18
5042,European Youth Cup (L) - Pau (FRA) 2011,18,JUNIORS MALE,2011-11-12,Charli BLEIN,30,FRA,18
5043,IFSC World Youth Championship - Imst (AUT) - 2011,29,JUNIORS MALE,2011-08-28,Charli BLEIN,30,FRA,18
5044,European Youth Cup (L) - Imst (AUT) 2011,3,JUNIORS MALE,2011-08-14,Charli BLEIN,30,FRA,18
5045,IFSC Climbing Worldcup (L) - Briançon (FRA) 2011,27,MEN,2011-07-30,Charli BLEIN,30,FRA,18
5046,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",55,MEN,2011-07-13,Charli BLEIN,30,FRA,18
5047,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",9,JUNIORS MALE,2011-05-22,Charli BLEIN,30,FRA,18
5048,IFSC World Youth Championship - Edinburgh (GBR) - 2010,26,JUNIORS MALE,2010-09-12,Charli BLEIN,30,FRA,17
5049,European Youth Series - Wien (AUT) 2010,14,JUNIORS MALE,2010-08-15,Charli BLEIN,30,FRA,17
5050,"Lead International Event, Open International - Briancon (FRA) 2010",24,MEN,2010-07-31,Charli BLEIN,30,FRA,17
5051,European Youth Series - Imst (AUT) 2010,14,JUNIORS MALE,2010-06-06,Charli BLEIN,30,FRA,17
5052,IFSC European Youth Series - Kranj (SLO) 2009,23,YOUTH A MALE,2009-11-22,Charli BLEIN,30,FRA,16
5053,IFSC European Youth Series (L+S) - Munich (GER),10,YOUTH A MALE,2009-09-13,Charli BLEIN,30,FRA,16
5054,IFSC World Youth Championships - Valence (FRA) 2009,10,YOUTH A MALE,2009-08-30,Charli BLEIN,30,FRA,16
5055,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",46,MEN,2022-07-10,Charlie OSBORNE,21,USA,20
5056,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",23,MEN,2022-06-17,Charlie OSBORNE,21,USA,20
5057,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,49,MEN,2021-09-04,Charlie OSBORNE,21,USA,19
5058,"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017",10,YOUTH B MALE,2017-11-05,Charlie OSBORNE,21,USA,15
5059,IFSC Youth World Championships - Innsbruck (AUT) - 2017,29,YOUTH B MALE,2017-09-10,Charlie OSBORNE,21,USA,15
5060,IFSC Climbing World Championships - Paris (FRA) 2016,13,WOMEN,2016-09-18,Charlotte DURIF,33,FRA,26
5061,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",15,WOMEN,2016-08-27,Charlotte DURIF,33,FRA,26
5062,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",28,WOMEN,2016-07-16,Charlotte DURIF,33,FRA,26
